Company,Year,Total no. of sites,ISO 14001 sites,% certified sites,Production,Water intake,Water intake - KPI,Total Electricity,Renewable Electricity Purchased,Non-Renewable Electricity Purchased,Self-generated AND consumed electricity on-site,Purchased Steam,Sold Electricity,Sold Steam,Natural Gas,Coal,Propane,Fuel Oil,Diesel,Petrol,Biomass,Waste tires,LPG,Other,Total energy,Total energy - KPI,Total CO2 - Scope 1,Total CO2 - Scope 2,Total CO2,Total CO2 - KPI,Renewable_Electricity_Share_%,Scope1_Share_%,Scope2_Share_%,Fossil_Energy_Share_%,Water_per_ton,CO2_per_ton,Energy_per_ton,ISO_Certification_%
AlphaTread Ltd,2019,17,17,1,921412.7501,7806076.424,8.471856314,3708010.763,849635.2477,2858375.516,42481.76238,528974.3192,0,0,5009245.041,138097.1273,343082.3155,247911.2239,81967.22548,22053.02811,0,0,1213376.323,2213.765418,11294931.13,12.25827527,410806.3244,357296.9395,768103.2639,0.833614755,22.9135,53.4832,46.5168,62.4877,8.4719,0.8336,12.2583,100
AlphaTread Ltd,2020,17,17,1,1093951.361,9245090.602,8.451098407,4176844.086,990476.1491,3186367.937,49523.80746,490700.7226,0,0,4456392.97,108604.0471,354710.8195,219999.8461,78949.48783,21966.05154,0,0,1135134.954,2387.854352,11045690.84,10.09705846,370956.433,398295.9921,769252.425,0.703187045,23.7135,48.223,51.777,57.7433,8.4511,0.7032,10.0971,100
AlphaTread Ltd,2021,18,18,1,996618.5354,9175783.835,9.206916698,3649139.618,894532.0384,2754607.579,44726.60192,555225.3068,0,0,4877319.299,79030.56796,362414.271,207067.2021,77432.89408,20417.37852,0,0,1210033.272,2294.859728,11040374.67,11.07783397,395221.4274,344325.9474,739547.3748,0.742056613,24.5135,53.441,46.559,61.9183,9.2069,0.7421,11.0778,100
AlphaTread Ltd,2022,18,18,1,1025797.638,9648024.076,9.405387295,4183648.838,1059028.176,3124620.662,52951.40879,512898.6975,0,0,4789953.749,42317.40281,350063.8269,170602.4252,75863.66318,21646.89095,0,0,1286395.507,2425.873002,11435816.87,11.14821915,387493.049,390577.5828,778070.6318,0.758503044,25.3135,49.8018,50.1982,58.9312,9.4054,0.7585,11.1482,100
AlphaTread Ltd,2023,,,,,,9.4054,,,,,,,,,,,,,,,,,,,11.1998,,,,0.817039,26.247,,,,,,,
BetaRubber Inc,2009,35,35,0.9852,2606372.928,20924975.3,8.02838883,8636268.771,985405.7506,7650863.02,49270.28753,1554673.582,0,0,8337416.067,81695.64311,91704.92185,1476189.067,49555.7557,55608.44442,0,0,1216947.297,1869.192331,21501928.74,8.249751412,671464.6268,956357.8775,1627822.504,0.624554716,11.4101,41.2493,58.7507,52.6045,8.0284,0.6246,8.2498,98.52
BetaRubber Inc,2010,35,35,0.8867,2478885.123,18925877.44,7.634834411,9869101.673,1205025.866,8664075.806,60251.29332,1590272.031,0,0,8408076.095,75939.15001,91823.3413,1376317.442,48788.52648,51895.80482,0,0,1337441.246,1808.368678,22851463.68,9.218443995,673600.3957,1083009.476,1756609.872,0.708628994,12.2101,38.3466,61.6534,49.8528,7.6348,0.7086,9.2184,88.67
BetaRubber Inc,2011,35,35,0.9655,2858846.606,20534599.13,7.182826488,9459400.768,1230676.237,8228724.531,61533.81185,1657891.932,0,0,9372581.413,68992.612,91780.89139,1213435.136,52811.49454,53735.43004,0,0,1401149.563,2016.376716,23373795.62,8.175953046,718454.0342,1028590.566,1747044.601,0.611101203,13.0101,41.124,58.876,52.4369,7.1828,0.6111,8.176,96.55
BetaRubber Inc,2012,36,36,0.9393,3033585.924,24927827.17,8.217280735,10415901.88,1438445.076,8977456.808,71922.25381,1822469.351,0,0,9254289.351,63243.67209,106608.185,1203077.466,54469.38211,56221.94699,0,0,1362966.2,1888.063445,24341135.5,8.023882004,709549.4715,1122182.101,1831731.572,0.603817271,13.8101,38.7365,61.2635,49.7214,8.2173,0.6038,8.0239,93.93
BetaRubber Inc,2013,36,36,0.9456,2762917.115,22079400.05,7.991336379,10064155.34,1470381.817,8593773.527,73519.09084,1868983.84,0,0,8818602.875,53702.14262,100055.5037,1082657.359,50893.84997,54460.01993,0,0,1319313.651,1879.287932,23414703.87,8.474631304,671630.437,1074221.691,1745852.128,0.631887261,14.6101,38.4701,61.5299,49.0357,7.9913,0.6319,8.4746,94.56
BetaRubber Inc,2014,36,36,0.956,3036186.419,21650668.45,7.130875863,10106273.2,1557385.458,8548887.745,77869.27292,1886240.189,0,0,9230372.082,49557.22257,104608.3652,1121707.498,54317.6204,55805.21709,0,0,1513906.991,2047.173208,24124835.56,7.94576888,708922.3693,1068610.968,1777533.337,0.585449341,15.4101,39.8824,60.1176,50.2898,7.1309,0.5854,7.9458,95.6
BetaRubber Inc,2015,37,37,1,2952630.289,20843601.88,7.059333492,10237171.04,1659454.297,8577716.746,82972.71486,1992768.733,0,0,10105264.06,49762.61219,106913.5464,1022177.262,55192.03348,55006.34172,0,0,1398528.553,1875.567901,25024659.75,8.475378664,743989.5009,1072214.593,1816204.094,0.615113955,16.2101,40.964,59.036,51.1284,7.0593,0.6151,8.4754,100
BetaRubber Inc,2016,37,37,1,3044107.802,21575722.23,7.08769979,10432926.35,1774649.813,8658276.537,88732.49065,2012817.75,0,0,9622696.152,38610.57639,110094.2441,858610.6637,57073.6774,50016.86716,0,0,1470450.757,1983.956175,24655280.99,8.099345554,707234.9334,1082284.567,1789519.501,0.58786338,17.0101,39.5209,60.4791,49.521,7.0877,0.5879,8.0993,100
BetaRubber Inc,2017,37,37,1,2903454.647,22764257.94,7.840404177,10304013.36,1835153.708,8468859.648,91757.68539,1986118.638,0,0,9262103.271,34516.57801,107811.9987,819427.0712,59559.21598,53065.85978,0,0,1589237.657,2068.013732,24217921.66,8.341071105,690505.3856,1058607.456,1749112.842,0.602424716,17.8101,39.4775,60.5225,49.2519,7.8404,0.6024,8.3411,100
BetaRubber Inc,2018,38,38,1,3079466.532,22026057.85,7.152556334,10310804.77,1918849.702,8391955.065,95942.4851,2052864.086,0,0,11003047.76,28887.29066,118152.9222,807306.9861,59777.7857,56313.52905,0,0,1671651.349,1869.264831,26110675.74,8.478960714,792202.3846,1048994.383,1841196.768,0.597894716,18.6101,43.0265,56.9735,52.649,7.1526,0.5979,8.479,100
BetaRubber Inc,2019,38,38,1,3020912.803,21868363.44,7.238991943,10716061.93,2079996.907,8636065.025,103999.8454,2138070.437,0,0,10502472.8,22915.3009,121493.2999,732304.6218,56386.37936,55040.92953,0,0,1654416.035,1842.61228,26001004.35,8.607002598,756650.073,1079508.128,1836158.201,0.60781569,19.4101,41.2083,58.7917,50.5629,7.239,0.6078,8.607,100
BetaRubber Inc,2020,38,38,1,3507947.776,28888954.91,8.235286487,10896673.94,2202227.247,8694446.697,110111.3623,1962125.429,0,0,10284948.48,18920.72085,128894.105,621630.2678,62832.51028,50441.3682,0,0,1672620.689,2003.703518,25701091.22,7.326531883,737160.042,1086805.837,1823965.879,0.519952404,20.2101,40.4152,59.5848,49.9679,8.2353,0.52,7.3265,100
BetaRubber Inc,2021,39,39,1,3186134.512,25487525.67,7.999513384,12517963.07,2630034.889,9887928.183,131501.7444,2199676.448,0,0,10156371.38,13789.90048,127982.4428,548114.8153,61224.11806,52991.78782,0,0,1656522.542,1913.839961,27336550.35,8.579848166,722859.8116,1235991.023,1958850.834,0.614804814,21.0101,36.9022,63.0978,46.1613,7.9995,0.6148,8.5798,100
BetaRubber Inc,2022,39,39,1,3662314.613,29520643.92,8.060652085,11319046.12,2468693.767,8850352.351,123434.6883,2369206.668,0,0,11258891.73,7578.114274,128939.5203,486544.7532,65486.214,58142.44557,0,0,1624719.128,2060.559413,27320615.25,7.459931257,778315.0918,1106294.044,1884609.136,0.514595095,21.8101,41.2985,58.7015,49.8977,8.0607,0.5146,7.4599,100
BetaRubber Inc,2023,39,39,1,3555347.09,27180944.85,7.645088977,12182625.47,2754502.175,9428123.292,137725.1088,2331262.207,0,0,10811689.44,1689.914459,133883.339,393519.9064,68243.11507,51894.7572,0,0,1708891.576,1998.390248,27685698.11,7.787059156,750268.4221,1178515.412,1928783.834,0.542502261,22.6101,38.8985,61.1015,47.5762,7.6451,0.5425,7.7871,100
DeltaGrip GmbH,2009,13,13,0.864,1452696.532,12590168.57,8.666757504,14755531.25,1452179.267,13303351.99,72608.96333,950320.1004,0,0,19803087.54,878520.674,398093.0364,1723950.956,235949.4026,18762.92428,0,0,841779.2137,1229.335695,39607224.43,27.2646238,1419062.474,1662918.998,3081981.472,2.121559049,9.8416,46.0438,53.9562,60.346,8.6668,2.1216,27.2646,86.4
DeltaGrip GmbH,2010,13,13,0.9327,1416120.736,11165188.9,7.88434815,15144708.83,1611638.209,13533070.62,80581.91045,981416.172,0,0,22933776.34,820981.8747,393539.4572,1656343.659,238218.6184,20821.38462,0,0,819977.3267,1200.166033,43010983.83,30.37239887,1582793.411,1691633.828,3274427.239,2.31225146,10.6416,48.338,51.662,62.507,7.8843,2.3123,30.3724,93.27
DeltaGrip GmbH,2011,13,13,0.8948,1460125.578,11893809.58,8.145744285,15693219.52,1795554.238,13897665.29,89777.71192,1002365.073,0,0,20903558.43,721831.3542,407745.6156,1512042.166,249114.7947,19329.60288,0,0,815015.3,1084.744722,41325306.61,28.30257016,1449623.718,1737208.161,3186831.879,2.182573833,11.4416,45.4879,54.5121,59.5996,8.1457,2.1826,28.3026,89.48
DeltaGrip GmbH,2012,14,14,0.9358,1597639.85,12288250.21,7.691502068,15535127.64,1901747.03,13633380.61,95087.35149,952878.6275,0,0,23564065.34,680649.1882,449389.6102,1390460.115,259919.6785,20467.83033,0,0,924989.8038,1140.761719,43779088.6,27.4023514,1595236.254,1704172.576,3299408.829,2.065176847,12.2416,48.3492,51.6508,62.3382,7.6915,2.0652,27.4024,93.58
DeltaGrip GmbH,2013,14,14,0.9253,1467326.682,11958584.19,8.149912585,16125775.94,2103057.996,14022717.95,105152.8998,1114814.373,0,0,22981963.58,603110.2478,434997.5968,1380406.394,255443.4089,19950.84676,0,0,830283.159,1136.042182,43747881.59,29.81468416,1547846.95,1752839.743,3300686.694,2.249455921,13.0416,46.8947,53.1053,60.591,8.1499,2.2495,29.8147,92.53
DeltaGrip GmbH,2014,14,14,0.9008,1742406.574,14430090.45,8.281701109,15944504.2,2206973.308,13737530.89,110348.6654,1136291.273,0,0,25068757.56,573398.1073,439370.7307,1212996.89,274342.7665,20276.7388,0,0,952417.6666,1056.843054,45623412.78,26.18413719,1657680.967,1717191.362,3374872.328,1.93690289,13.8416,49.1183,50.8817,62.5613,8.2817,1.9369,26.1841,90.08
DeltaGrip GmbH,2015,15,15,1,1542347.164,12651242.37,8.202590614,16989233.01,2487494.277,14501738.73,124374.7138,1187170.331,0,0,25216070.15,478718.4132,428504.6814,1191303.584,287109.6664,19293.26317,0,0,947357.8875,1215.303772,46745976.29,30.30833615,1655191.335,1812717.341,3467908.676,2.248461798,14.6416,47.7288,52.2712,61.1166,8.2026,2.2485,30.3083,100
DeltaGrip GmbH,2016,15,15,1,1569801.509,13209354.48,8.414665419,15725573.71,2428279.021,13297294.69,121413.9511,1101056.895,0,0,23380078.57,427558.0923,472816.3663,1133723.283,262229.2815,18157.19357,0,0,994515.5039,1163.481084,43516872.38,27.72125783,1546390.779,1662161.836,3208552.615,2.043922494,15.4416,48.1959,51.8041,61.3331,8.4147,2.0439,27.7213,100
DeltaGrip GmbH,2017,15,15,1,1657094.983,14192451.02,8.564657529,15660873.09,2543575.199,13117297.89,127178.76,1140329.413,0,0,24316586.23,352674.4333,440327.4437,1048451.441,300887.8699,20021.96067,0,0,906317.9167,1130.971436,44187600.77,26.66570186,1581208.427,1639662.236,3220870.663,1.943685001,16.2416,49.0926,50.9074,61.9776,8.5647,1.9437,26.6657,100
DeltaGrip GmbH,2018,16,16,1,1721191.828,14021791.18,8.14655923,17332228.97,2953687.843,14378541.12,147684.3922,1157181.584,0,0,24807143.75,325702.5801,464315.689,899506.3353,287852.8433,18650.10176,0,0,990024.3909,1155.280007,46283761.52,26.8905306,1599788.4,1797317.64,3397106.041,1.973694033,17.0416,47.0927,52.9073,60.0521,8.1466,1.9737,26.8905,100
DeltaGrip GmbH,2019,16,16,1,1942775.032,15096863.55,7.77077289,18624388.39,3322887.495,15301500.9,166144.3747,1225533.423,0,0,25416276.23,252896.6966,512542.612,865716.5124,273268.2949,19800.15951,0,0,998212.9143,1215.437337,48189850.67,24.80464793,1626934.646,1912687.612,3539622.258,1.821941398,17.8416,45.9635,54.0365,58.8089,7.7708,1.8219,24.8046,100
DeltaGrip GmbH,2020,16,16,1,1773995.691,14933775.15,8.418157512,17949668.99,3346104.161,14603564.83,167305.208,1190370.894,0,0,27482955.31,195574.7047,522140.7616,776296.7928,308060.1831,20522.6217,0,0,1039614.237,1215.300054,49486419.8,27.8954566,1736065.06,1825445.604,3561510.664,2.007620809,18.6416,48.7452,51.2548,61.3226,8.4182,2.0076,27.8955,100
DeltaGrip GmbH,2021,17,17,1,1916699.855,14927998.58,7.788386137,17823022.72,3465079.459,14357943.26,173253.973,1258910.597,0,0,28441912.59,124717.5037,500685.5438,692873.0762,290403.223,18322.88454,0,0,1045234.484,1227.736511,50197310.35,26.18944756,1774175.676,1794742.907,3568918.583,1.862012236,19.4416,49.7119,50.2881,61.9861,7.7884,1.862,26.1894,100
DeltaGrip GmbH,2022,17,17,1,1918287.247,16431095.74,8.565503294,19309124.03,3908474.215,15400649.82,195423.7107,1217722.74,0,0,29401768.98,74858.9982,553483.4525,606177.9575,304133.5657,18269.96053,0,0,1137067.501,1075.996232,52623683.18,27.43263985,1826063.081,1925081.227,3751144.308,1.955465383,20.2416,48.6802,51.3198,60.9931,8.5655,1.9555,27.4326,100
DeltaGrip GmbH,2023,17,17,1,2090046.636,17758979.55,8.496929802,19355776.94,4072763.721,15283013.22,203638.1861,1390023.602,0,0,30606161.93,17496.85658,526020.5741,523109.9402,293342.1176,19582.62654,0,0,1070831.66,1173.183535,53803519.43,25.74273632,1875600.228,1910376.652,3785976.881,1.811431772,21.0416,49.5407,50.4593,61.4416,8.4969,1.8114,25.7427,100
EpsilonWheel Co,2009,19,19,0.9377,3922884.468,24703414.2,6.297257642,15221251.84,1587933.142,13633318.7,79396.6571,2551176.605,0,0,15392691.91,125940.8538,352765.8793,427071.9779,289887.5602,26788.99959,0,0,1391137.511,5002.042224,35783715.17,9.12178665,1032548.902,1704164.837,2736713.739,0.697627922,10.4323,37.7295,62.2705,50.3338,6.2973,0.6976,9.1218,93.77
EpsilonWheel Co,2010,19,19,0.8953,4169368.987,24601252.18,5.900473732,13734979.75,1542759.984,12192219.77,77137.99918,2988971.478,0,0,15963508.69,126608.5282,318688.9101,426665.2308,262380.82,27831.04848,0,0,1574872.164,4940.626059,35429447.25,8.497556191,1070790.477,1524027.471,2594817.948,0.622352676,11.2323,41.2665,58.7335,52.7965,5.9005,0.6224,8.4976,89.53
EpsilonWheel Co,2011,19,19,0.9129,4294525.976,26713947.79,6.220464829,14105205.44,1697186.645,12408018.79,84859.33225,2818900.48,0,0,15798230.45,117017.3838,343821.3866,408122.7358,264079.0415,27458.17985,0,0,1556219.189,5098.448033,35444152.73,8.253332949,1059822.793,1551002.349,2610825.142,0.607942566,12.0323,40.5934,59.4066,52.2513,6.2205,0.6079,8.2533,91.29
EpsilonWheel Co,2012,20,20,0.8649,4337335.902,26745076.75,6.166245215,15394750.41,1975507.117,13419243.29,98775.35584,3149559.232,0,0,16892398.56,105921.3739,339528.8194,337747.1151,308486.1785,27835.86496,0,0,1649709.844,4863.443736,38210800.83,8.809739826,1122978.24,1677405.411,2800383.651,0.645646017,12.8323,40.1009,59.8991,51.4684,6.1662,0.6456,8.8097,86.49
EpsilonWheel Co,2013,20,20,0.8532,4264649.479,26710038.33,6.263126305,14999731.76,2044814.824,12954916.93,102240.7412,2814714.463,0,0,17867876.15,91361.77901,381077.517,322480.8448,285420.4874,29697.55704,0,0,1600099.113,4487.445107,38396947.11,9.003541159,1173369.136,1619364.617,2792733.752,0.654856575,13.6323,42.0151,57.9849,53.6045,6.2631,0.6549,9.0035,85.32
EpsilonWheel Co,2014,20,20,0.8504,4570050.694,28936371.71,6.331739765,15087547.47,2177486.544,12910060.93,108874.3272,2880678.329,0,0,17365489.92,83980.34225,383511.0972,293120.8964,282068.1581,29339.95526,0,0,1612066.217,4621.528721,38022423.92,8.319912943,1142772.937,1613757.616,2756530.553,0.603172861,14.4323,41.4569,58.5431,52.7431,6.3317,0.6032,8.3199,85.04
EpsilonWheel Co,2015,21,21,1,4161434.945,23135401.06,5.559476808,16984892.22,2587196.976,14397695.25,129359.8488,3143056.527,0,0,19215752.46,78752.99111,399185.5856,296668.759,293047.5483,28056.23511,0,0,1842590.833,4408.167656,42286411.33,10.16149763,1260981.433,1799711.906,3060693.339,0.735489892,15.2323,41.1992,58.8008,52.4009,5.5595,0.7355,10.1615,100
EpsilonWheel Co,2016,21,21,1,4688973.574,29727884.07,6.339955556,16765295.8,2687869.663,14077426.13,134393.4831,3176567.203,0,0,20293493.42,64628.01152,389180.1376,270568.6819,328907.0871,27995.35754,0,0,1872604.703,4431.090265,43193671.48,9.211754086,1321787.737,1759678.267,3081466.004,0.657172824,16.0323,42.8948,57.1052,53.8315,6.34,0.6572,9.2118,100
EpsilonWheel Co,2017,21,21,1,4273865.518,26036824.97,6.092102069,15877686.41,2672586.576,13205099.84,133629.3288,3148509.07,0,0,19703674.68,60435.58102,387647.0794,273831.9371,327787.318,27831.36997,0,0,1825069.846,4450.636054,41636923.93,9.742216677,1285696.826,1650637.479,2936334.305,0.687044151,16.8323,43.7858,56.2142,54.3045,6.0921,0.687,9.7422,100
EpsilonWheel Co,2018,22,22,1,4827561,30540895.49,6.326361385,17839536.53,3145528.201,14694008.32,157276.4101,3477603.665,0,0,20390724.75,48131.19476,403954.4656,222499.6433,324406.7903,27830.39863,0,0,1807558.673,4447.521981,44546693.63,9.227577577,1318894.13,1836751.041,3155645.17,0.65367277,17.6323,41.7948,58.2052,52.1465,6.3264,0.6537,9.2276,100
EpsilonWheel Co,2019,22,22,1,4716102.031,28987681.92,6.146534093,17416939.67,3210349.993,14206589.68,160517.4997,3213081.404,0,0,21456855.76,38057.74588,437470.2964,197695.988,317850.9427,29110.3105,0,0,1962838.16,4798.513356,45074698.79,9.55761739,1386281.472,1775823.71,3162105.182,0.670491258,18.4323,43.8405,56.1595,54.2315,6.1465,0.6705,9.5576,100
EpsilonWheel Co,2020,22,22,1,4934798.243,29842435.64,6.047346654,17635743.8,3391766.671,14243977.13,169588.3335,3260459.691,0,0,20018522.95,32178.09578,440695.143,201520.9429,358837.9835,30140.3635,0,0,1937606.04,4642.73858,43920347.75,8.900130378,1307213.775,1780497.142,3087710.916,0.625701551,19.2323,42.336,57.664,52.4225,6.0473,0.6257,8.9001,100
EpsilonWheel Co,2021,23,23,1,5024772.473,28707046.9,5.713103838,18948965.57,3795921.706,15153043.87,189796.0853,3382142.25,0,0,19590468.73,23012.94307,422880.2431,176274.5581,357564.8602,29417.2833,0,0,2051737.957,5116.703098,44987581.1,8.953157848,1285543.484,1894130.484,3179673.967,0.632799591,20.0323,40.43,59.57,50.3616,5.7131,0.6328,8.9532,100
EpsilonWheel Co,2022,23,23,1,5316054.409,32412818.61,6.097157048,19271053.23,4014611.834,15256441.39,200730.5917,3332941.155,0,0,22765055.86,12913.54866,423959.0745,140452.0464,371851.9134,27182.07286,0,0,1930964.056,4379.817119,48280752.78,9.082065205,1454049.164,1907055.174,3361104.338,0.632255444,20.8323,43.2611,56.7389,53.1822,6.0972,0.6323,9.0821,100
EpsilonWheel Co,2023,23,23,1,5458771.577,33035847.53,6.051883114,18891636.22,4086703.473,14804932.75,204335.1736,3463799.662,0,0,22166964.93,2521.273707,466318.8675,121092.2197,362259.591,27325.23465,0,0,1977163.031,4924.233126,47484005.26,8.698661337,1422613.485,1850616.593,3273230.078,0.599627596,21.6323,43.4621,56.5379,52.9201,6.0519,0.5996,8.6987,100
EtaRoad AG,2009,53,53,0.9116,3447658.776,31892931.41,9.25060555,23241507.76,1959321.258,21282186.5,97966.0629,974659.7496,0,0,15944736.32,1181531.902,537945.3579,3109395.753,211879.0557,41158.08847,0,0,1962502.293,5063.326526,47210379.61,13.6934606,1410369.747,2660273.313,4070643.06,1.180697779,8.4303,34.6473,65.3527,48.7058,9.2506,1.1807,13.6935,91.16
EtaRoad AG,2010,53,53,0.9921,3493968.145,33870790.33,9.694075309,24714368.64,2281202.318,22433166.32,114060.1159,972829.3419,0,0,16605892.8,1061443.243,597411.3475,3086899.447,234802.2149,36952.14615,0,0,1940724.438,4914.209432,49256237.83,14.09750627,1438237.968,2804145.79,4242383.758,1.214202186,9.2303,33.9016,66.0984,47.8499,9.6941,1.2142,14.0975,99.21
EtaRoad AG,2011,53,53,0.9332,3875379.015,32648796.64,8.424671889,26883105.42,2696447.366,24186658.06,134822.3683,1090631.041,0,0,16742347.87,1018397.227,548793.1579,2963804.858,216520.8101,38828.95986,0,0,2218809.789,4591.929805,51725831.07,13.34729606,1443561.224,3023332.257,4466893.481,1.152633965,10.0303,32.3169,67.6831,45.9192,8.4247,1.1526,13.3473,93.32
EtaRoad AG,2012,54,54,0.9024,3714292.082,30885777.62,8.315387409,24215689.63,2622623.945,21593065.68,131131.1973,1057537.621,0,0,17000994.57,968742.5403,571386.4537,2430242.512,251126.2773,41349.81757,0,0,2171072.351,5029.700192,48713171.47,13.11506214,1413574.386,2699133.21,4112707.596,1.107265531,10.8303,34.3709,65.6291,48.1183,8.3154,1.1073,13.1151,90.24
EtaRoad AG,2013,54,54,0.893,3608509.429,34177706.53,9.471419489,27523548.08,3201062.246,24322485.83,160053.1123,1019264.384,0,0,18761616.64,811439.4165,549387.209,2307490.477,231007.4851,41323.37806,0,0,2186448.855,4980.378127,53436506.3,14.80847074,1485878.768,3040310.729,4526189.498,1.25431001,11.6303,32.8285,67.1715,46.5856,9.4714,1.2543,14.8085,89.3
EtaRoad AG,2014,54,54,0.8667,3935092.269,34202688.85,8.691712038,26424520.1,3284638.514,23139881.58,164231.9257,1026313.079,0,0,18338789.27,773356.6781,605987.6761,2175011.256,261796.4225,39828.42318,0,0,2047144.393,4817.478643,51697564.77,13.13757372,1446209.058,2892485.198,4338694.256,1.102564809,12.4303,33.3328,66.6672,46.9011,8.6917,1.1026,13.1376,86.67
EtaRoad AG,2015,55,55,1,3839388.451,32572111.97,8.483671914,27583502.29,3649371.118,23934131.17,182468.5559,1151731.258,0,0,18201652.69,650281.4696,640137.8559,2021266.826,270409.1329,36508.35373,0,0,2277578.818,4811.29047,52837879.98,13.76205629,1430413.656,2991766.396,4422180.052,1.15179282,13.2303,32.3463,67.6537,45.6162,8.4837,1.1518,13.7621,100
EtaRoad AG,2016,55,55,1,4411508.614,40033053.67,9.074685596,28006246.81,3929351.324,24076895.49,196467.5662,1150020.496,0,0,19823924.96,624140.2618,612173.9233,1854578.81,268640.1145,38247.4167,0,0,2403800.734,4904.273585,54786677.8,12.41903453,1511350.706,3009611.936,4520962.643,1.02481102,14.0303,33.4298,66.5702,46.7822,9.0747,1.0248,12.419,100
