Company,Year,Total no. of sites,ISO 14001 sites,% certified sites,Production,Water intake,Water intake - KPI,Total Electricity,Renewable Electricity Purchased,Non-Renewable Electricity Purchased,Self-generated AND consumed electricity on-site,Purchased Steam,Sold Electricity,Sold Steam,Natural Gas,Coal,Propane,Fuel Oil,Diesel,Petrol,Biomass,Waste tires,LPG,Other,Total energy,Total energy - KPI,Total CO2 - Scope 1,Total CO2 - Scope 2,Total CO2,Total CO2 - KPI,Total Waste,Waste Recovered,Recovery Rate,Elec_Canada_GJ,Elec_Chile_GJ,Elec_Mexico_GJ,Elec_United_States_GJ,Elec_Australia_GJ,Elec_Japan_GJ,Elec_Korea_GJ,Elec_New_Zealand_GJ,Elec_Austria_GJ,Elec_Belgium_GJ,Elec_Czech_Republic_GJ,Elec_Denmark_GJ,Elec_Finland_GJ,Elec_France_GJ,Elec_Germany_GJ,Elec_Hungary_GJ,Elec_Iceland_GJ,Elec_Ireland_GJ,Elec_Italy_GJ,Elec_Luxembourg_GJ,Elec_Netherlands_GJ,Elec_Norway_GJ,Elec_Poland_GJ,Elec_Portugal_GJ,Elec_Spain_GJ,Elec_Sweden_GJ,Elec_Switzerland_GJ,Elec_Turkey_GJ,Elec_United_Kingdom_GJ,Elec_China_GJ,Elec_India_GJ,Renewable_Electricity_Share_%,Scope1_Share_%,Scope2_Share_%,Fossil_Energy_Share_%,Water_per_ton,CO2_per_ton,Energy_per_ton,ISO_Certification_%,Waste_Recovery_Rate_%,Total_Electricity_by_Country_GJ
BetaRubber Inc,2018,38.0,38.0,1.0,3079466.53196724,22026057.8477774,7.15255633374481,10310804.7671031,1918849.70207908,8391955.06502403,95942.4851039541,2052864.08604715,0.0,0.0,11003047.763638,28887.2906625499,118152.922197571,807306.986145939,59777.7857038118,56313.5290523362,0.0,0.0,1671651.3485468,1869.26483131075,26110675.7439286,8.47896071377288,792202.384550224,1048994.383128,1841196.76767823,0.597894716037725,43098.45,31369.09,72.7847,996326.3,,1184163.19,3660177.68,,2455649.96,,,,,,,,727947.24,,645883.05,,,519431.24,,,,,,,,,,,,,18.6101,43.0265,56.9735,52.649,7.1526,0.5979,8.479,100.0,72.7847,10189578.66
BetaRubber Inc,2019,38.0,38.0,1.0,3020912.80316585,21868363.4427441,7.23899194304005,10716061.9318373,2079996.90707008,8636065.02476722,103999.845353504,2138070.43705767,0.0,0.0,10502472.7976019,22915.300903524,121493.299860727,732304.621757256,56386.3793637555,55040.9295313517,0.0,0.0,1654416.03523547,1842.61227950651,26001004.3454285,8.6070025980823,756650.073003511,1079508.1280959,1836158.20109941,0.607815690401644,32375.69,23429.89,72.3688,1028436.92,,1244951.29,3774191.92,,2552464.03,,,,,,,,756264.4,,644766.52,,,500665.61,,,,,,,,,,,,,19.4101,41.2083,58.7917,50.5629,7.239,0.6078,8.607,100.0,72.3688,10501740.69
BetaRubber Inc,2020,38.0,38.0,1.0,3507947.77554971,28888954.9145177,8.23528648740806,10896673.9436825,2202227.24662967,8694446.69705286,110111.362331484,1962125.42930694,0.0,0.0,10284948.4841548,18920.7208467922,128894.105005443,621630.267826723,62832.5102801134,50441.3682014131,0.0,0.0,1672620.68911909,2003.70351829251,25701091.2219422,7.32653188313635,737160.041967824,1086805.83713161,1823965.87909943,0.51995240402734,29766.79,17181.69,57.721,1037169.6,,1254570.2,3883631.66,,2607353.05,,,,,,,,748959.23,,676348.4,,,518859.95,,,,,,,,,,,,,20.2101,40.4152,59.5848,49.9679,8.2353,0.52,7.3265,100.0,57.721,10726892.09
BetaRubber Inc,2021,39.0,39.0,1.0,3186134.5118275,25487525.671778,7.99951338437339,12517963.0714401,2630034.88886376,9887928.18257633,131501.744443188,2199676.44813138,0.0,0.0,10156371.3804041,13789.9004812353,127982.442837795,548114.81532999,61224.1180599124,52991.7878159207,0.0,0.0,1656522.54221422,1913.83996070488,27336550.3466754,8.57984816560546,722859.811591271,1235991.02282204,1958850.83441331,0.614804813526143,43654.12,27331.88,62.6101,1162631.36,,1479082.13,4285307.43,,3136038.6,,,,,,,,866041.53,,747282.89,,,591219.87,,,,,,,,,,,,,21.0101,36.9022,63.0978,46.1613,7.9995,0.6148,8.5798,100.0,62.6101,12267603.81
BetaRubber Inc,2022,39.0,39.0,1.0,3662314.61256549,29520643.9183408,8.06065208517443,11319046.1178073,2468693.76691564,8850352.35089168,123434.688345782,2369206.66762937,0.0,0.0,11258891.7294544,7578.11427436542,128939.520281316,486544.753197263,65486.2139971809,58142.4455734836,0.0,0.0,1624719.12830314,2060.55941318,27320615.249931,7.45993125664119,778315.091760725,1106294.04386146,1884609.13562219,0.514595094904203,33847.39,25475.78,75.2666,1136675.88,,1388318.07,3826200.55,,2721806.71,,,,,,,,793324.6,,651168.13,,,575171.26,,,,,,,,,,,,,21.8101,41.2985,58.7015,49.8977,8.0607,0.5146,7.4599,100.0,75.2666,11092665.2
BetaRubber Inc,2023,39.0,39.0,1.0,3555347.09037518,27180944.8486943,7.64508897662252,12182625.4671502,2754502.17508702,9428123.29206317,137725.108754351,2331262.20712391,0.0,0.0,10811689.4406371,1689.91445915012,133883.339003932,393519.906376626,68243.1150717205,51894.7572033468,0.0,0.0,1708891.57610439,1998.39024812119,27685698.1133785,7.7870591561447,750268.422117362,1178515.4115079,1928783.83362526,0.542502260565992,49806.46,33162.55,66.5828,1220392.4,,1464995.44,4001467.54,,3096126.28,,,,,,,,833805.61,,737634.69,,,584551.0,,,,,,,,,,,,,22.6101,38.8985,61.1015,47.5762,7.6451,0.5425,7.7871,100.0,66.5828,11938972.96
DeltaGrip GmbH,2009,13.0,13.0,0.864,1452696.53163081,12590168.5665067,8.66675750397287,14755531.2517978,1452179.26669964,13303351.9850982,72608.9633349821,950320.100363432,0.0,0.0,19803087.537639,878520.674000613,398093.036388693,1723950.95583735,235949.402647952,18762.9242848224,0.0,0.0,841779.213729422,1229.3356946024,39607224.4323837,27.2646238013112,1419062.47398535,1662918.99813727,3081981.47212263,2.12155904899337,21323.2,15217.67,71.3667,1291961.628,,1050621.912,5971934.304,,3200173.416,,,,,,,,1418531.508,,1050608.772,,,739274.832,,,,,,,,,,,,,9.8416,46.0438,53.9562,60.346,8.6668,2.1216,27.2646,86.4,71.3667,14723106.37
DeltaGrip GmbH,2010,13.0,13.0,0.9327,1416120.73558858,11165188.9023937,7.88434815040903,15144708.8307046,1611638.20901816,13533070.6216864,80581.9104509078,981416.172019257,0.0,0.0,22933776.3407071,820981.874688961,393539.457244832,1656343.65883597,238218.618412554,20821.3846212385,0.0,0.0,819977.326704295,1200.16603280786,43010983.8299716,30.3723988704218,1582793.41129966,1691633.8277108,3274427.23901046,2.31225146043039,18984.84,13107.97,69.0444,1371323.34,,1035647.532,5923302.948,,3360048.012,,,,,,,,1457650.584,,992592.18,,,701250.048,,,,,,,,,,,,,10.6416,48.338,51.662,62.507,7.8843,2.3123,30.3724,93.27,69.0444,14841814.64
DeltaGrip GmbH,2011,13.0,13.0,0.8948,1460125.57782567,11893809.5802439,8.14574428451242,15693219.5242838,1795554.23840217,13897665.2858816,89777.7119201085,1002365.07309734,0.0,0.0,20903558.4311551,721831.354246073,407745.615648475,1512042.16593739,249114.794711541,19329.6028761025,0.0,0.0,815015.30001296,1084.74472168026,41325306.6066904,28.3025701585404,1449623.7178758,1737208.1607352,3186831.87861101,2.18257383269502,19399.17,13918.59,71.7484,1441213.776,,1066993.74,6049027.728,,3284904.456,,,,,,,,1545874.344,,1108403.064,,,776205.792,,,,,,,,,,,,,11.4416,45.4879,54.5121,59.5996,8.1457,2.1826,28.3026,89.48,71.7484,15272622.9
DeltaGrip GmbH,2012,14.0,14.0,0.9358,1597639.85046636,12288250.2135955,7.69150206788378,15535127.6364733,1901747.02981133,13633380.606662,95087.3514905664,952878.627461646,0.0,0.0,23564065.344906,680649.188163823,449389.610206721,1390460.11524196,259919.678462247,20467.8303326535,0.0,0.0,924989.803809017,1140.76171857168,43779088.5967759,27.4023514022867,1595236.25362592,1704172.57583275,3299408.82945866,2.06517684726977,17673.61,14035.02,79.4123,1331028.324,,1052666.136,6177217.464,,3269577.78,,,,,,,,1520041.824,,1089287.1,,,784606.428,,,,,,,,,,,,,12.2416,48.3492,51.6508,62.3382,7.6915,2.0652,27.4024,93.58,79.4123,15224425.06
DeltaGrip GmbH,2013,14.0,14.0,0.9253,1467326.68207818,11958584.1927053,8.14991258508861,16125775.941819,2103057.99638224,14022717.9454368,105152.899819112,1114814.37261949,0.0,0.0,22981963.5778368,603110.247820152,434997.596758937,1380406.39397749,255443.408871316,19950.8467606495,0.0,0.0,830283.159010152,1136.04218203241,43747881.5876561,29.814684161332,1547846.95044014,1752839.7431796,3300686.69361974,2.24945592139371,13249.25,10601.77,80.0179,1411913.736,,1072452.096,6254459.964,,3619874.268,,,,,,,,1568871.828,,1080200.988,,,795487.572,,,,,,,,,,,,,13.0416,46.8947,53.1053,60.591,8.1499,2.2495,29.8147,92.53,80.0179,15803260.45
DeltaGrip GmbH,2014,14.0,14.0,0.9008,1742406.57392104,14430090.4548448,8.28170110858335,15944504.2027661,2206973.30836041,13737530.8944057,110348.665418021,1136291.27336276,0.0,0.0,25068757.5580446,573398.107285084,439370.730656583,1212996.88969179,274342.766522948,20276.738796008,0.0,0.0,952417.666618925,1056.8430535707,45623412.7767984,26.184137192578,1657680.96667575,1717191.36180071,3374872.32847646,1.93690288993905,16868.27,9623.06,57.0483,1381749.408,,1074600.936,6155792.136,,3381099.048,,,,,,,,1616912.208,,1080609.444,,,784921.428,,,,,,,,,,,,,13.8416,49.1183,50.8817,62.5613,8.2817,1.9369,26.1841,90.08,57.0483,15475684.61
DeltaGrip GmbH,2015,15.0,15.0,1.0,1542347.16356845,12651242.3669829,8.20259061371914,16989233.0070071,2487494.27691554,14501738.7300916,124374.713845777,1187170.33097132,0.0,0.0,25216070.1525091,478718.413199473,428504.681362489,1191303.58420344,287109.666355875,19293.2631687279,0.0,0.0,947357.887507366,1215.30377234464,46745976.2900573,30.3083361478121,1655191.33486599,1812717.34126145,3467908.67612744,2.24846179773424,22020.89,14929.49,67.7969,1554651.072,,1150277.076,6586582.248,,3566024.892,,,,,,,,1642677.912,,1162915.236,,,822024.936,,,,,,,,,,,,,14.6416,47.7288,52.2712,61.1166,8.2026,2.2485,30.3083,100.0,67.7969,16485153.37
DeltaGrip GmbH,2016,15.0,15.0,1.0,1569801.50925453,13209354.4750612,8.41466541928221,15725573.713071,2428279.02138396,13297294.691687,121413.951069198,1101056.89454552,0.0,0.0,23380078.571185,427558.092256883,472816.366272585,1133723.28342926,262229.281526474,18157.1935730015,0.0,0.0,994515.503949215,1163.48108393989,43516872.3808929,27.7212578305891,1546390.77879431,1662161.83646088,3208552.61525519,2.04392249360167,13533.13,7884.02,58.2572,1409750.64,,1068463.656,6204852.108,,3460808.448,,,,,,,,1602498.06,,1050078.096,,,809820.684,,,,,,,,,,,,,15.4416,48.1959,51.8041,61.3331,8.4147,2.0439,27.7213,100.0,58.2572,15606271.69
DeltaGrip GmbH,2017,15.0,15.0,1.0,1657094.98311371,14192451.0236228,8.56465752913869,15660873.0890014,2543575.1993397,13117297.8896617,127178.759966985,1140329.41296607,0.0,0.0,24316586.2343879,352674.433281734,440327.443738908,1048451.44090987,300887.869879312,20021.9606699967,0.0,0.0,906317.91673896,1130.971435636,44187600.7730098,26.6657018597573,1581208.42714504,1639662.23620771,3220870.66335275,1.94368500066344,20540.19,11750.53,57.2075,1462133.664,,1142399.736,5989393.152,,3368517.696,,,,,,,,1614041.1,,1123476.876,,,758340.288,,,,,,,,,,,,,16.2416,49.0926,50.9074,61.9776,8.5647,1.9437,26.6657,100.0,57.2075,15458302.51
DeltaGrip GmbH,2018,16.0,16.0,1.0,1721191.82830258,14021791.1760709,8.14655923035552,17332228.9667677,2953687.84306275,14378541.1237049,147684.392153138,1157181.58435743,0.0,0.0,24807143.7495636,325702.58010779,464315.689009043,899506.335312022,287852.843280972,18650.1017592535,0.0,0.0,990024.39093594,1155.28000717086,46283761.5211008,26.8905305963168,1599788.40049344,1797317.64046311,3397106.04095655,1.97369403287648,16291.85,10590.15,65.0027,1557486.36,,1227603.348,6842010.816,,3798804.528,,,,,,,,1776115.116,,1157043.852,,,845157.348,,,,,,,,,,,,,17.0416,47.0927,52.9073,60.0521,8.1466,1.9737,26.8905,100.0,65.0027,17204221.37
DeltaGrip GmbH,2019,16.0,16.0,1.0,1942775.03186401,15096863.5499125,7.77077289048116,18624388.3908921,3322887.49454787,15301500.8963442,166144.374727394,1225533.42344153,0.0,0.0,25416276.2310887,252896.696581828,512542.612019953,865716.512374508,273268.294911052,19800.1595102854,0.0,0.0,998212.914294704,1215.43733743283,48189850.672452,24.8046479299335,1626934.64575906,1912687.61204303,3539622.25780209,1.8219413981278,25243.34,19985.3,79.1706,1678152.312,,1307893.86,7157108.124,,4075818.372,,,,,,,,1868513.616,,1270132.884,,,909730.908,,,,,,,,,,,,,17.8416,45.9635,54.0365,58.8089,7.7708,1.8219,24.8046,100.0,79.1706,18267350.08
DeltaGrip GmbH,2020,16.0,16.0,1.0,1773995.69092631,14933775.1511364,8.41815751161076,17949668.9932321,3346104.16060179,14603564.8326303,167305.20803009,1190370.89444291,0.0,0.0,27482955.3097997,195574.704727212,522140.761620547,776296.792765234,308060.183069762,20522.6216991441,0.0,0.0,1039614.23676034,1215.3000537891,49486419.7981707,27.8954565962507,1736065.05965248,1825445.60407878,3561510.66373126,2.00762080874705,18877.07,10484.69,55.5419,1586727.612,,1220220.936,7056012.996,,3798774.0,,,,,,,,1865065.248,,1268236.512,,,913557.6,,,,,,,,,,,,,18.6416,48.7452,51.2548,61.3226,8.4182,2.0076,27.8955,100.0,55.5419,17708594.9
DeltaGrip GmbH,2021,26.0,26.0,1.0,1773995.6909,14933775.1511,8.418158,18116974.2013,3346104.1606,14603564.8326,167305.208,1190370.8944,0.0,0.0,27482955.3098,195574.7047,522140.7616,776296.7928,308060.1831,20522.6217,0.0,0.0,1039614.2368,1215.3001,49653725.0062,27.989766,1736280.1918,1885445.6041,3621725.7959,2.041564,338000.0,290000.0,85.7988,1505483.316,3.6,1225916.532,7039948.68,,3932851.932,,,,,,,,1732910.544,,1175897.628,,,853553.664,,,,,,,,,,,,,18.4694,47.9407,52.0593,61.116,8.4182,2.0416,27.9898,100.0,85.7988,17466565.9
DeltaGrip GmbH,2022,17.0,17.0,1.0,1918287.24743646,16431095.7373897,8.56550329433074,19309124.032163,3908474.21458715,15400649.8175758,195423.710729358,1217722.73984052,0.0,0.0,29401768.9785588,74858.9982033401,553483.452460987,606177.957453692,304133.565717432,18269.9605333441,0.0,0.0,1137067.5007985,1075.99623224616,52623683.1819619,27.4326398469711,1826063.08069219,1925081.22719698,3751144.30788917,1.95546538345708,20221.77,14648.6,72.4398,1690994.376,,1287181.008,7825783.032,,4147906.104,,,,,,,,1816652.664,,1253968.2,,,900456.192,,,,,,,,,,,,,20.2416,48.6802,51.3198,60.9931,8.5655,1.9555,27.4326,100.0,72.4398,18922941.58
DeltaGrip GmbH,2023,17.0,17.0,1.0,2090046.63566831,17758979.5461843,8.49692980200209,19355776.9385323,4072763.72132273,15283013.2172096,203638.186066137,1390023.60163923,0.0,0.0,30606161.9349065,17496.8565793862,526020.574077665,523109.940248931,293342.117623715,19582.6265378483,0.0,0.0,1070831.65951802,1173.18353509663,53803519.4331987,25.7427363174576,1875600.22845299,1910376.6521512,3785976.88060419,1.81143177190091,20318.81,12056.86,59.3384,1687419.288,,1325786.832,7489426.464,,4427224.38,,,,,,,,1854328.68,,1358225.424,,,959117.148,,,,,,,,,,,,,21.0416,49.5407,50.4593,61.4416,8.4969,1.8114,25.7427,100.0,59.3384,19101528.22
EpsilonWheel Co,2009,19.0,19.0,0.9377,3922884.468241,24703414.1958075,6.29725764187095,15221251.8377115,1587933.14195562,13633318.6957559,79396.6570977807,2551176.60516159,0.0,0.0,15392691.906015,125940.853757886,352765.87926985,427071.977876597,289887.56022393,26788.9995859001,0.0,0.0,1391137.51113347,5002.04222420984,35783715.17296,9.12178665027196,1032548.90219842,1704164.83696949,2736713.73916791,0.697627921832488,58359.38,33863.06,58.0251,,,,,,,,,,,,,,,,706672.1,,,,,,,,,,,,,,,,10.4323,37.7295,62.2705,50.3338,6.2973,0.6976,9.1218,93.77,58.0251,706672.1
EpsilonWheel Co,2010,19.0,19.0,0.8953,4169368.98680293,24601252.1838566,5.90047373157078,13734979.7499311,1542759.98357122,12192219.7663598,77137.9991785612,2988971.47819191,0.0,0.0,15963508.6927835,126608.528165258,318688.910122735,426665.230819647,262380.82004737,27831.0484795357,0.0,0.0,1574872.16362383,4940.62605875565,35429447.2482236,8.49755619144441,1070790.4767531,1524027.47079498,2594817.94754808,0.622352676330954,60479.33,42355.25,70.0326,,,,,,,,,,,,,,,,665065.62,,,,,,,,,,,,,,,,11.2323,41.2665,58.7335,52.7965,5.9005,0.6224,8.4976,89.53,70.0326,665065.62
EpsilonWheel Co,2011,19.0,19.0,0.9129,4294525.9755239,26713947.7896204,6.22046482938352,14105205.4393953,1697186.64497463,12408018.7944207,84859.3322487314,2818900.47990098,0.0,0.0,15798230.4484216,117017.383791772,343821.386570631,408122.735763912,264079.041488548,27458.1798500006,0.0,0.0,1556219.18885468,5098.44803295759,35444152.7320704,8.25333294852094,1059822.79260363,1551002.34930259,2610825.14190622,0.607942566137981,41643.45,24195.09,58.1006,,,,,,,,,,,,,,,,707558.68,,,,,,,,,,,,,,,,12.0323,40.5934,59.4066,52.2513,6.2205,0.6079,8.2533,91.29,58.1006,707558.68
EpsilonWheel Co,2012,20.0,20.0,0.8649,4337335.90223497,26745076.7515307,6.16624521466029,15394750.4058323,1975507.11675354,13419243.2890788,98775.355837677,3149559.23178537,0.0,0.0,16892398.5578789,105921.373856835,339528.819364818,337747.115134297,308486.178502033,27835.8649615792,0.0,0.0,1649709.84387308,4863.44373595151,38210800.8349252,8.80973982560025,1122978.23994145,1677405.41113485,2800383.6510763,0.645646017324437,44918.45,26335.33,58.6292,,,,,,,,,,,,,,,,783708.47,,,,,,,,,,,,,,,,12.8323,40.1009,59.8991,51.4684,6.1662,0.6456,8.8097,86.49,58.6292,783708.47
EpsilonWheel Co,2013,20.0,20.0,0.8532,4264649.47854848,26710038.3315649,6.26312630520244,14999731.7565104,2044814.82433269,12954916.9321777,102240.741216634,2814714.46330368,0.0,0.0,17867876.1461983,91361.7790134662,381077.517046141,322480.844805701,285420.487382806,29697.557042601,0.0,0.0,1600099.11266373,4487.44510652988,38396947.1090733,9.00354115905959,1173369.13586329,1619364.61652221,2792733.7523855,0.654856575301948,51898.53,35152.2,67.7326,,,,,,,,,,,,,,,,692651.1,,,,,,,,,,,,,,,,13.6323,42.0151,57.9849,53.6045,6.2631,0.6549,9.0035,85.32,67.7326,692651.1
EpsilonWheel Co,2014,20.0,20.0,0.8504,4570050.69405455,28936371.7087117,6.33173976524083,15087547.4744031,2177486.54366061,12910060.9307425,108874.327183031,2880678.32890098,0.0,0.0,17365489.9232484,83980.3422483723,383511.097209388,293120.896373306,282068.158063976,29339.9552551059,0.0,0.0,1612066.21719057,4621.52872081506,38022423.9216141,8.31991294343401,1142772.93693218,1613757.61634282,2756530.55327499,0.603172861268502,66578.25,39875.91,59.8933,,,,,,,,,,,,,,,,760446.24,,,,,,,,,,,,,,,,14.4323,41.4569,58.5431,52.7431,6.3317,0.6032,8.3199,85.04,59.8933,760446.24
EpsilonWheel Co,2015,21.0,21.0,1.0,4161434.94471446,23135401.0617115,5.55947680765654,16984892.2219059,2587196.97597737,14397695.2459285,129359.848798868,3143056.52676528,0.0,0.0,19215752.4618474,78752.9911116828,399185.585552,296668.759014584,293047.548323707,28056.2351062387,0.0,0.0,1842590.83322693,4408.16765594049,42286411.3305095,10.1614976305754,1260981.43308345,1799711.90574106,3060693.33882451,0.735489892185379,38058.78,22620.3,59.4352,,,,,,,,,,,,,,,,815589.85,,,,,,,,,,,,,,,,15.2323,41.1992,58.8008,52.4009,5.5595,0.7355,10.1615,100.0,59.4352,815589.85
EpsilonWheel Co,2016,21.0,21.0,1.0,4688973.57435462,29727884.066266,6.33995555634107,16765295.7970526,2687869.66255053,14077426.1345021,134393.483127526,3176567.20338308,0.0,0.0,20293493.4152761,64628.0115151305,389180.137599401,270568.681878869,328907.087079445,27995.3575367972,0.0,0.0,1872604.70331421,4431.09026522717,43193671.4849009,9.21175408646784,1321787.73702676,1759678.26681276,3081466.00383952,0.65717282364161,51925.43,33843.7,65.1775,,,,,,,,,,,,,,,,847958.24,,,,,,,,,,,,,,,,16.0323,42.8948,57.1052,53.8315,6.34,0.6572,9.2118,100.0,65.1775,847958.24
EpsilonWheel Co,2017,21.0,21.0,1.0,4273865.5184733,26036824.9684531,6.09210206917179,15877686.4113038,2672586.57603751,13205099.8352663,133629.328801876,3148509.06975802,0.0,0.0,19703674.68189,60435.581017753,387647.079364788,273831.937121141,327787.318004539,27831.3699667326,0.0,0.0,1825069.84611802,4450.63605424007,41636923.930599,9.74221667729791,1285696.82579416,1650637.47940829,2936334.30520245,0.687044150666528,50452.43,40096.94,79.4747,,,,,,,,,,,,,,,,737648.91,,,,,,,,,,,,,,,,16.8323,43.7858,56.2142,54.3045,6.0921,0.687,9.7422,100.0,79.4747,737648.91
EpsilonWheel Co,2018,22.0,22.0,1.0,4827560.9997003,30540895.4937326,6.32636138531003,17839536.5258119,3145528.2011048,14694008.3247071,157276.41005524,3477603.66545812,0.0,0.0,20390724.7536003,48131.1947561573,403954.465612135,222499.643342454,324406.790303864,27830.3986294898,0.0,0.0,1807558.6732581,4447.5219805382,44546693.6327531,9.22757757706606,1318894.12954036,1836751.04058839,3155645.17012875,0.653672769815785,59574.56,41346.8,69.4035,,,,,,,,,,,,,,,,913736.27,,,,,,,,,,,,,,,,17.6323,41.7948,58.2052,52.1465,6.3264,0.6537,9.2276,100.0,69.4035,913736.27
EpsilonWheel Co,2019,22.0,22.0,1.0,4716102.03131572,28987681.920594,6.14653409279757,17416939.6708623,3210349.99312805,14206589.6777342,160517.499656403,3213081.40362625,0.0,0.0,21456855.7577192,38057.745881397,437470.296417472,197695.988040712,317850.942681977,29110.3105021494,0.0,0.0,1962838.15990358,4798.51335554519,45074698.7889906,9.55761739031235,1386281.47229646,1775823.70971678,3162105.18201324,0.670491257614089,56542.42,42738.37,75.5864,,,,,,,,,,,,,,,,811181.36,,,,,,,,,,,,,,,,18.4323,43.8405,56.1595,54.2315,6.1465,0.6705,9.5576,100.0,75.5864,811181.36
EpsilonWheel Co,2020,32.0,31.0,0.96875,4716102.0313,28987681.9206,6.146534,17577457.1705,3210349.9931,14206589.6777,160517.4997,3213081.4036,0.0,0.0,21456855.7577,38057.7459,437470.2964,197695.988,317850.9427,29110.3105,0.0,0.0,1962838.1599,4798.5134,45235216.2886,9.591653,1386323.3358,1835823.7097,3222147.0455,0.683223,338000.0,290000.0,85.7988,,,,799.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.264,43.0248,56.9752,54.039,6.1465,0.6832,9.5917,96.88,85.7988,799.2
EpsilonWheel Co,2021,23.0,23.0,1.0,5024772.47346054,28707046.9046738,5.71310383829247,18948965.5748859,3795921.70590174,15153043.8689842,189796.085295087,3382142.24987629,0.0,0.0,19590468.7318956,23012.9430665981,422880.243067224,176274.558107833,357564.860188172,29417.2832972454,0.0,0.0,2051737.95735137,5116.70309803593,44987581.1048343,8.95315784793167,1285543.48381836,1894130.48362302,3179673.96744139,0.632799591272151,52357.49,31363.78,59.9031,,,,,,,,,,,,,,,,891970.34,,,,,,,,,,,,,,,,20.0323,40.43,59.57,50.3616,5.7131,0.6328,8.9532,100.0,59.9031,891970.34
EpsilonWheel Co,2022,23.0,23.0,1.0,5316054.40920758,32412818.6085591,6.09715704798262,19271053.2286039,4014611.83404299,15256441.3945609,200730.59170215,3332941.1548492,0.0,0.0,22765055.8641392,12913.548659646,423959.074498767,140452.046402877,371851.913400014,27182.0728623134,0.0,0.0,1930964.05649001,4379.81711896443,48280752.7770249,9.08206520486342,1454049.16394557,1907055.17432012,3361104.33826569,0.632255443519191,61353.76,43873.62,71.5093,,,,,,,,,,,,,,,,966204.56,,,,,,,,,,,,,,,,20.8323,43.2611,56.7389,53.1822,6.0972,0.6323,9.0821,100.0,71.5093,966204.56
EpsilonWheel Co,2023,23.0,23.0,1.0,5458771.57678953,33035847.5279592,6.05188311385409,18891636.2198759,4086703.47260535,14804932.7472705,204335.173630267,3463799.6623267,0.0,0.0,22166964.9268382,2521.27370675807,466318.867493252,121092.219678481,362259.591031325,27325.234651682,0.0,0.0,1977163.0312731,4924.23312627773,47484005.2600017,8.69866133653617,1422613.48461269,1850616.59340882,3273230.0780215,0.599627596058268,49498.9,34926.32,70.5598,,,,,,,,,,,,,,,,904977.73,,,,,,,,,,,,,,,,21.6323,43.4621,56.5379,52.9201,6.0519,0.5996,8.6987,100.0,70.5598,904977.73
EtaRoad AG,2009,53.0,53.0,0.9116,3447658.77609008,31892931.410067,9.25060555042402,23241507.7621899,1959321.25800436,21282186.5041855,97966.0629002181,974659.749552626,0.0,0.0,15944736.3169286,1181531.90202185,537945.357882378,3109395.75294555,211879.055688724,41158.0884655768,0.0,0.0,1962502.29293811,5063.32652600653,47210379.6051393,13.6934605978262,1410369.74680038,2660273.31302319,4070643.05982357,1.18069777904181,27846.64,16344.84,58.6959,2566805.09,,2327596.69,8609140.8,,4532519.52,,,,,,,,2052662.5,,1519608.7,,,1168344.31,,,,,,,,,,,,,8.4303,34.6473,65.3527,48.7058,9.2506,1.1807,13.6935,91.16,58.6959,22776677.61
EtaRoad AG,2010,53.0,53.0,0.9921,3493968.14546698,33870790.3306972,9.69407530937014,24714368.6407286,2281202.31799235,22433166.3227362,114060.115899618,972829.34190918,0.0,0.0,16605892.8025927,1061443.24252982,597411.347458375,3086899.44715013,234802.214934081,36952.1461470048,0.0,0.0,1940724.43750144,4914.20943217443,49256237.8303835,14.0975062678484,1438237.96795643,2804145.79034203,4242383.75829846,1.21420218550145,38193.94,24957.73,65.3447,2723723.48,,2359472.36,9078051.44,,5060530.74,,,,,,,,2131495.37,,1747851.18,,,1204250.75,,,,,,,,,,,,,9.2303,33.9016,66.0984,47.8499,9.6941,1.2142,14.0975,99.21,65.3447,24305375.32
EtaRoad AG,2011,53.0,53.0,0.9332,3875379.01491636,32648796.6448553,8.42467188865655,26883105.4224635,2696447.36607516,24186658.0563883,134822.368303758,1090631.0414044,0.0,0.0,16742347.873087,1018397.22741186,548793.157857628,2963804.8582343,216520.810062848,38828.9598574708,0.0,0.0,2218809.78898207,4591.92980459446,51725831.0691657,13.3472960631909,1443561.22443109,3023332.25704854,4466893.48147963,1.15263396542287,41563.71,26099.82,62.7947,2914461.98,,2747196.88,10008328.12,,5412324.34,,,,,,,,2413684.93,,1912617.3,,,1402871.97,,,,,,,,,,,,,10.0303,32.3169,67.6831,45.9192,8.4247,1.1526,13.3473,93.32,62.7947,26811485.52
EtaRoad AG,2012,54.0,54.0,0.9024,3714292.08243968,30885777.6163491,8.31538740918357,24215689.6266373,2622623.94542451,21593065.6812128,131131.197271226,1057537.62062627,0.0,0.0,17000994.570913,968742.540261467,571386.453710994,2430242.51197473,251126.277288522,41349.8175670952,0.0,0.0,2171072.35115132,5029.70019241529,48713171.4703231,13.1150621408122,1413574.38625697,2699133.2101516,4112707.59640857,1.10726553139224,48761.24,29648.49,60.8034,2538845.9,,2363999.56,9289452.41,,4625887.26,,,,,,,,2178620.12,,1711514.09,,,1190714.99,,,,,,,,,,,,,10.8303,34.3709,65.6291,48.1183,8.3154,1.1073,13.1151,90.24,60.8034,23899034.33
