Company,Row,Year,Data,Section,Row_Label,Notes,Consistency test
VerdaTyres Corp,45,2011,"970,701.47",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2011,0.80,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2012,54,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2012,54,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2012,0.88,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2012,,,,,
VerdaTyres Corp,5,2012,"1,270,375.09",Production,Production,,
VerdaTyres Corp,6,2012,,,,,
VerdaTyres Corp,7,2012,"11,274,943.83",Water,Water intake,,
VerdaTyres Corp,8,2012,8.88,Water,Water intake - KPI,,
VerdaTyres Corp,9,2012,,,,,
VerdaTyres Corp,10,2012,"5,595,261.09",Energy,Total Electricity,,
VerdaTyres Corp,11,2012,"728,783.60",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2012,"4,866,477.49",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2012,"36,439.18",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2012,"169,751.94",Energy,Purchased Steam,,
VerdaTyres Corp,15,2012,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2012,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2012,"6,066,090.15",Energy,Natural Gas,,
VerdaTyres Corp,18,2012,"123,274.56",Energy,Coal,,
VerdaTyres Corp,19,2012,"205,334.68",Energy,Propane,,
VerdaTyres Corp,20,2012,"321,702.53",Energy,Fuel Oil,,
VerdaTyres Corp,21,2012,"89,417.95",Energy,Diesel,,
VerdaTyres Corp,22,2012,"16,937.50",Energy,Petrol,,
VerdaTyres Corp,23,2012,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2012,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2012,"454,001.62",Energy,LPG,,
VerdaTyres Corp,26,2012,"2,302.81",Energy,Other,,
VerdaTyres Corp,27,2012,,,,,
VerdaTyres Corp,28,2012,"13,044,074.82",Energy,Total energy,,
VerdaTyres Corp,29,2012,10.27,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2012,,,,,
VerdaTyres Corp,31,2012,"340,307.66",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2012,"11,711.08",CO2 emissions,Coal,,
VerdaTyres Corp,33,2012,"12,956.62",CO2 emissions,Propane,,
VerdaTyres Corp,34,2012,"24,899.78",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2012,"6,625.87",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2012,"1,173.77",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2012,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2012,0,CO2 emissions,Waste tires,,
VerdaTyres Corp,39,2012,"25,469.49",CO2 emissions,LPG,,
VerdaTyres Corp,40,2012,165.57,CO2 emissions,Other,,
VerdaTyres Corp,41,2012,"423,309.84",CO2 emissions,Total CO2 - Scope 1,,
VerdaTyres Corp,42,2012,,,,,
VerdaTyres Corp,43,2012,"608,309.69",CO2 emissions,Total CO2 - Scope 2,,
VerdaTyres Corp,44,2012,,,,,
VerdaTyres Corp,45,2012,"1,031,619.52",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2012,0.81,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2013,54,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2013,54,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2013,0.98,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2013,,,,,
VerdaTyres Corp,5,2013,"1,368,361.81",Production,Production,,
VerdaTyres Corp,6,2013,,,,,
VerdaTyres Corp,7,2013,"11,158,380.67",Water,Water intake,,
VerdaTyres Corp,8,2013,8.15,Water,Water intake - KPI,,
VerdaTyres Corp,9,2013,,,,,
VerdaTyres Corp,10,2013,"5,157,674.94",Energy,Total Electricity,,
VerdaTyres Corp,11,2013,"713,049.34",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2013,"4,444,625.60",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2013,"35,652.47",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2013,"193,257.58",Energy,Purchased Steam,,
VerdaTyres Corp,15,2013,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2013,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2013,"6,065,766.28",Energy,Natural Gas,,
VerdaTyres Corp,18,2013,"106,780.70",Energy,Coal,,
VerdaTyres Corp,19,2013,"182,762.83",Energy,Propane,,
VerdaTyres Corp,20,2013,"285,749.74",Energy,Fuel Oil,,
VerdaTyres Corp,21,2013,"97,012.73",Energy,Diesel,,
VerdaTyres Corp,22,2013,"18,478.13",Energy,Petrol,,
VerdaTyres Corp,23,2013,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2013,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2013,"454,313.12",Energy,LPG,,
VerdaTyres Corp,26,2013,"2,226.51",Energy,Other,,
VerdaTyres Corp,27,2013,,,,,
VerdaTyres Corp,28,2013,"12,564,022.57",Energy,Total energy,,
VerdaTyres Corp,29,2013,9.18,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2013,,,,,
VerdaTyres Corp,31,2013,"340,289.49",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2013,"10,144.17",CO2 emissions,Coal,,
VerdaTyres Corp,33,2013,"11,532.33",CO2 emissions,Propane,,
VerdaTyres Corp,34,2013,"22,117.03",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2013,"7,188.64",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2013,"1,280.53",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2013,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2013,0,CO2 emissions,Waste tires,,
VerdaTyres Corp,39,2013,"25,486.97",CO2 emissions,LPG,,
VerdaTyres Corp,40,2013,160.09,CO2 emissions,Other,,
VerdaTyres Corp,41,2013,"418,199.25",CO2 emissions,Total CO2 - Scope 1,,
VerdaTyres Corp,42,2013,,,,,
VerdaTyres Corp,43,2013,"555,578.20",CO2 emissions,Total CO2 - Scope 2,,
VerdaTyres Corp,44,2013,,,,,
VerdaTyres Corp,45,2013,"973,777.45",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2013,0.71,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2014,54,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2014,54,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2014,1.00,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2014,,,,,
VerdaTyres Corp,5,2014,"1,354,620.76",Production,Production,,
VerdaTyres Corp,6,2014,,,,,
VerdaTyres Corp,7,2014,"11,279,336.91",Water,Water intake,,
VerdaTyres Corp,8,2014,8.33,Water,Water intake - KPI,,
VerdaTyres Corp,9,2014,,,,,
VerdaTyres Corp,10,2014,"5,939,198.61",Energy,Total Electricity,,
VerdaTyres Corp,11,2014,"868,608.69",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2014,"5,070,589.91",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2014,"43,430.43",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2014,"193,643.87",Energy,Purchased Steam,,
VerdaTyres Corp,15,2014,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2014,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2014,"5,710,027.20",Energy,Natural Gas,,
VerdaTyres Corp,18,2014,"106,793.76",Energy,Coal,,
VerdaTyres Corp,19,2014,"207,377.76",Energy,Propane,,
VerdaTyres Corp,20,2014,"287,426.58",Energy,Fuel Oil,,
VerdaTyres Corp,21,2014,"93,607.18",Energy,Diesel,,
VerdaTyres Corp,22,2014,"18,051.30",Energy,Petrol,,
VerdaTyres Corp,23,2014,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2014,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2014,"441,255.95",Energy,LPG,,
VerdaTyres Corp,26,2014,"2,368.69",Energy,Other,,
VerdaTyres Corp,27,2014,,,,,
VerdaTyres Corp,28,2014,"12,999,750.90",Energy,Total energy,,
VerdaTyres Corp,29,2014,9.60,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2014,,,,,
VerdaTyres Corp,31,2014,"320,332.53",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2014,"10,145.41",CO2 emissions,Coal,,
VerdaTyres Corp,33,2014,"13,085.54",CO2 emissions,Propane,,
VerdaTyres Corp,34,2014,"22,246.82",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2014,"6,936.29",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2014,"1,250.95",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2014,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2014,0,CO2 emissions,Waste tires,,
VerdaTyres Corp,39,2014,"24,754.46",CO2 emissions,LPG,,
VerdaTyres Corp,40,2014,170.31,CO2 emissions,Other,,
VerdaTyres Corp,41,2014,"398,922.30",CO2 emissions,Total CO2 - Scope 1,,
VerdaTyres Corp,42,2014,,,,,
VerdaTyres Corp,43,2014,"633,823.74",CO2 emissions,Total CO2 - Scope 2,,
VerdaTyres Corp,44,2014,,,,,
VerdaTyres Corp,45,2014,"1,032,746.04",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2014,0.76,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2015,55,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2015,55,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2015,1.00,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2015,,,,,
VerdaTyres Corp,5,2015,"1,401,007.02",Production,Production,,
VerdaTyres Corp,6,2015,,,,,
VerdaTyres Corp,7,2015,"12,454,601.66",Water,Water intake,,
VerdaTyres Corp,8,2015,8.89,Water,Water intake - KPI,,
VerdaTyres Corp,9,2015,,,,,
VerdaTyres Corp,10,2015,"5,985,163.22",Energy,Total Electricity,,
VerdaTyres Corp,11,2015,"923,212.33",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2015,"5,061,950.90",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2015,"46,160.62",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2015,"180,059.35",Energy,Purchased Steam,,
VerdaTyres Corp,15,2015,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2015,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2015,"6,332,425.69",Energy,Natural Gas,,
VerdaTyres Corp,18,2015,"87,309.95",Energy,Coal,,
VerdaTyres Corp,19,2015,"219,597.08",Energy,Propane,,
VerdaTyres Corp,20,2015,"282,497.30",Energy,Fuel Oil,,
VerdaTyres Corp,21,2015,"96,190.20",Energy,Diesel,,
VerdaTyres Corp,22,2015,"18,045.61",Energy,Petrol,,
VerdaTyres Corp,23,2015,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2015,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2015,"489,339.25",Energy,LPG,,
VerdaTyres Corp,26,2015,"2,260.72",Energy,Other,,
VerdaTyres Corp,27,2015,,,,,
VerdaTyres Corp,28,2015,"13,692,888.38",Energy,Total energy,,
VerdaTyres Corp,29,2015,9.77,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2015,,,,,
VerdaTyres Corp,31,2015,"355,249.08",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2015,"8,294.45",CO2 emissions,Coal,,
VerdaTyres Corp,33,2015,"13,856.58",CO2 emissions,Propane,,
VerdaTyres Corp,34,2015,"21,865.29",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2015,"7,127.69",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2015,"1,250.56",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2015,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2015,0,CO2 emissions,Waste tires,,
VerdaTyres Corp,39,2015,"27,451.93",CO2 emissions,LPG,,
VerdaTyres Corp,40,2015,162.55,CO2 emissions,Other,,
VerdaTyres Corp,41,2015,"435,258.13",CO2 emissions,Total CO2 - Scope 1,,
VerdaTyres Corp,42,2015,,,,,
VerdaTyres Corp,43,2015,"632,743.86",CO2 emissions,Total CO2 - Scope 2,,
VerdaTyres Corp,44,2015,,,,,
VerdaTyres Corp,45,2015,"1,068,001.99",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2015,0.76,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2016,55,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2016,55,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2016,1.00,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2016,,,,,
VerdaTyres Corp,5,2016,"1,502,714.05",Production,Production,,
VerdaTyres Corp,6,2016,,,,,
VerdaTyres Corp,7,2016,"12,532,899.72",Water,Water intake,,
VerdaTyres Corp,8,2016,8.34,Water,Water intake - KPI,,
VerdaTyres Corp,9,2016,,,,,
VerdaTyres Corp,10,2016,"6,025,541.12",Energy,Total Electricity,,
VerdaTyres Corp,11,2016,"977,644.95",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2016,"5,047,896.17",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2016,"48,882.25",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2016,"192,141.20",Energy,Purchased Steam,,
VerdaTyres Corp,15,2016,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2016,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2016,"5,952,513.97",Energy,Natural Gas,,
VerdaTyres Corp,18,2016,"78,656.74",Energy,Coal,,
VerdaTyres Corp,19,2016,"194,293.14",Energy,Propane,,
VerdaTyres Corp,20,2016,"264,639.98",Energy,Fuel Oil,,
VerdaTyres Corp,21,2016,"107,710.22",Energy,Diesel,,
VerdaTyres Corp,22,2016,"18,589.94",Energy,Petrol,,
VerdaTyres Corp,23,2016,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2016,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2016,"476,274.93",Energy,LPG,,
VerdaTyres Corp,26,2016,"2,224.36",Energy,Other,,
VerdaTyres Corp,27,2016,,,,,
VerdaTyres Corp,28,2016,"13,312,585.62",Energy,Total energy,,
VerdaTyres Corp,29,2016,8.86,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2016,,,,,
VerdaTyres Corp,31,2016,"333,936.03",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2016,"7,472.39",CO2 emissions,Coal,,
VerdaTyres Corp,33,2016,"12,259.90",CO2 emissions,Propane,,
VerdaTyres Corp,34,2016,"20,483.13",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2016,"7,981.33",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2016,"1,288.28",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2016,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2016,0,CO2 emissions,Waste tires,,
VerdaTyres Corp,39,2016,"26,719.02",CO2 emissions,LPG,,
VerdaTyres Corp,40,2016,159.93,CO2 emissions,Other,,
VerdaTyres Corp,41,2016,"410,300.02",CO2 emissions,Total CO2 - Scope 1,,
VerdaTyres Corp,42,2016,,,,,
VerdaTyres Corp,43,2016,"630,987.02",CO2 emissions,Total CO2 - Scope 2,,
VerdaTyres Corp,44,2016,,,,,
VerdaTyres Corp,45,2016,"1,041,287.04",CO2 emissions,Total CO2,,
VerdaTyres Corp,46,2016,0.69,CO2 emissions,Total CO2 - KPI,,
VerdaTyres Corp,1,2017,55,ISO 14001,Total no. of sites,,
VerdaTyres Corp,2,2017,55,ISO 14001,ISO 14001 sites,,
VerdaTyres Corp,3,2017,1.00,ISO 14001,% certified sites,,
VerdaTyres Corp,4,2017,,,,,
VerdaTyres Corp,5,2017,"1,561,904.22",Production,Production,,
VerdaTyres Corp,6,2017,,,,,
VerdaTyres Corp,7,2017,"13,870,715.64",Water,Water intake,,
VerdaTyres Corp,8,2017,8.88,Water,Water intake - KPI,,
VerdaTyres Corp,9,2017,,,,,
VerdaTyres Corp,10,2017,"5,500,562.52",Energy,Total Electricity,,
VerdaTyres Corp,11,2017,"936,471.60",Energy,Renewable Electricity Purchased,,
VerdaTyres Corp,12,2017,"4,564,090.92",Energy,Non-Renewable Electricity Purchased,,
VerdaTyres Corp,13,2017,"46,823.58",Energy,Self-generated AND consumed electricity on-site,,
VerdaTyres Corp,14,2017,"194,843.19",Energy,Purchased Steam,,
VerdaTyres Corp,15,2017,0,Energy,Sold Electricity,,
VerdaTyres Corp,16,2017,0,Energy,Sold Steam,,
VerdaTyres Corp,17,2017,"6,151,725.99",Energy,Natural Gas,,
VerdaTyres Corp,18,2017,"72,736.71",Energy,Coal,,
VerdaTyres Corp,19,2017,"224,096.18",Energy,Propane,,
VerdaTyres Corp,20,2017,"214,997.79",Energy,Fuel Oil,,
VerdaTyres Corp,21,2017,"103,306.96",Energy,Diesel,,
VerdaTyres Corp,22,2017,"17,793.82",Energy,Petrol,,
VerdaTyres Corp,23,2017,0.00,Energy,Biomass,,
VerdaTyres Corp,24,2017,0.00,Energy,Waste tires,,
VerdaTyres Corp,25,2017,"482,999.17",Energy,LPG,,
VerdaTyres Corp,26,2017,"2,536.31",Energy,Other,,
VerdaTyres Corp,27,2017,,,,,
VerdaTyres Corp,28,2017,"12,965,598.65",Energy,Total energy,,
VerdaTyres Corp,29,2017,8.30,Energy,Total energy - KPI,,
VerdaTyres Corp,30,2017,,,,,
VerdaTyres Corp,31,2017,"345,111.83",CO2 emissions,Natural Gas,,
VerdaTyres Corp,32,2017,"6,909.99",CO2 emissions,Coal,,
VerdaTyres Corp,33,2017,"14,140.47",CO2 emissions,Propane,,
VerdaTyres Corp,34,2017,"16,640.83",CO2 emissions,Fuel Oil,,
VerdaTyres Corp,35,2017,"7,655.05",CO2 emissions,Diesel,,
VerdaTyres Corp,36,2017,"1,233.11",CO2 emissions,Petrol,,
VerdaTyres Corp,37,2017,0,CO2 emissions,Biomass,,
VerdaTyres Corp,38,2017,0,CO2 emissions,Waste tires,,
