Company,Row,Year,Data,Section,Row_Label,Notes,Consistency test
AlphaTread Ltd,10,2010,24937.4785510026,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2010,421355.410300434,Energy,Purchased Steam,,
AlphaTread Ltd,12,2010,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2010,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2010,3660133.2879811,Energy,Natural Gas,,
AlphaTread Ltd,15,2010,416794.292440057,Energy,Coal,,
AlphaTread Ltd,16,2010,292278.926393798,Energy,Propane,,
AlphaTread Ltd,17,2010,459276.906286207,Energy,Fuel Oil,,
AlphaTread Ltd,18,2010,63352.4699422482,Energy,Diesel,,
AlphaTread Ltd,19,2010,22344.786670075,Energy,Petrol,,
AlphaTread Ltd,20,2010,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2010,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2010,917621.076473665,Energy,LPG,,
AlphaTread Ltd,23,2010,2390.52817021946,Energy,Other,,
AlphaTread Ltd,24,2010,9429566.19507497,Energy,Total energy,,
AlphaTread Ltd,25,2010,10.7374771390107,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2010,356813.101144115,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2010,334408.61742464,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2010,691221.718568754,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2010,0.787096378303821,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2010,8776.55,Waste,Total Waste,,
AlphaTread Ltd,31,2010,4914.51,Waste,Waste Recovered,,
AlphaTread Ltd,32,2010,55.9959,Waste,Recovery Rate,,
AlphaTread Ltd,33,2010,481319.172,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2010,317486.88,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2010,1515828.528,Energy,Electricity - United States,,
AlphaTread Ltd,38,2010,372451.248,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2010,165180.132,Energy,Electricity - France,,
AlphaTread Ltd,48,2010,123654.204,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2010,122452.308,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2011,14.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2011,14.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2011,0.9902,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2011,840895.849070387,Production,Production,,
AlphaTread Ltd,5,2011,7137289.48163449,Water,Water intake,,
AlphaTread Ltd,6,2011,8.48772114825491,Water,Water intake - KPI,,
AlphaTread Ltd,7,2011,3313518.82326609,Energy,Total Electricity,,
AlphaTread Ltd,8,2011,547178.110842165,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2011,2766340.71242393,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2011,27358.9055421082,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2011,402307.425395553,Energy,Purchased Steam,,
AlphaTread Ltd,12,2011,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2011,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2011,3850000.69373166,Energy,Natural Gas,,
AlphaTread Ltd,15,2011,421654.660885086,Energy,Coal,,
AlphaTread Ltd,16,2011,272791.749541657,Energy,Propane,,
AlphaTread Ltd,17,2011,440181.091551469,Energy,Fuel Oil,,
AlphaTread Ltd,18,2011,66507.1268370072,Energy,Diesel,,
AlphaTread Ltd,19,2011,20426.392038162,Energy,Petrol,,
AlphaTread Ltd,20,2011,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2011,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2011,945953.725836061,Energy,LPG,,
AlphaTread Ltd,23,2011,2547.08006815908,Energy,Other,,
AlphaTread Ltd,24,2011,9735888.76915091,Energy,Total energy,,
AlphaTread Ltd,25,2011,11.577995990721,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2011,366920.273727762,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2011,345792.589052991,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2011,712712.862780753,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2011,0.847563778045354,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2011,9608.22,Waste,Total Waste,,
AlphaTread Ltd,31,2011,7841.51,Waste,Waste Recovered,,
AlphaTread Ltd,32,2011,81.6125,Waste,Recovery Rate,,
AlphaTread Ltd,33,2011,470324.88,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2011,327392.136,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2011,1651360.968,Energy,Electricity - United States,,
AlphaTread Ltd,38,2011,376089.264,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2011,164598.552,Energy,Electricity - France,,
AlphaTread Ltd,48,2011,127038.6,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2011,130444.092,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2012,15.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2012,15.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2012,0.861,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2012,925877.809777779,Production,Production,,
AlphaTread Ltd,5,2012,7870332.6777615,Water,Water intake,,
AlphaTread Ltd,6,2012,8.50040101906155,Water,Water intake - KPI,,
AlphaTread Ltd,7,2012,3155804.75672856,Energy,Total Electricity,,
AlphaTread Ltd,8,2012,546380.427952633,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2012,2609424.32877593,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2012,27319.0213976317,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2012,459657.119155572,Energy,Purchased Steam,,
AlphaTread Ltd,12,2012,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2012,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2012,4252777.69934423,Energy,Natural Gas,,
AlphaTread Ltd,15,2012,399854.434677705,Energy,Coal,,
AlphaTread Ltd,16,2012,282496.513918378,Energy,Propane,,
AlphaTread Ltd,17,2012,404869.054241662,Energy,Fuel Oil,,
AlphaTread Ltd,18,2012,68948.1211584556,Energy,Diesel,,
AlphaTread Ltd,19,2012,22640.0275535341,Energy,Petrol,,
AlphaTread Ltd,20,2012,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2012,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2012,992405.225529353,Energy,LPG,,
AlphaTread Ltd,23,2012,2542.84476561502,Energy,Other,,
AlphaTread Ltd,24,2012,10041995.7970731,Energy,Total energy,,
AlphaTread Ltd,25,2012,10.8459190737958,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2012,388264.168432293,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2012,326178.041096991,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2012,714442.209529284,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2012,0.771637684783437,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2012,11513.02,Waste,Total Waste,,
AlphaTread Ltd,31,2012,7997.62,Waste,Waste Recovered,,
AlphaTread Ltd,32,2012,69.4659,Waste,Recovery Rate,,
AlphaTread Ltd,33,2012,453976.236,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2012,326161.98,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2012,1549623.204,Energy,Electricity - United States,,
AlphaTread Ltd,38,2012,366825.132,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2012,150544.116,Energy,Electricity - France,,
AlphaTread Ltd,48,2012,127379.556,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2012,128473.632,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2013,15.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2013,15.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2013,0.8512,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2013,899363.105969587,Production,Production,,
AlphaTread Ltd,5,2013,8419229.29338578,Water,Water intake,,
AlphaTread Ltd,6,2013,9.36132384962486,Water,Water intake - KPI,,
AlphaTread Ltd,7,2013,3247543.8374182,Energy,Total Electricity,,
AlphaTread Ltd,8,2013,588244.029369665,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2013,2659299.80804853,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2013,29412.2014684832,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2013,451354.16932675,Energy,Purchased Steam,,
AlphaTread Ltd,12,2013,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2013,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2013,4389786.73891617,Energy,Natural Gas,,
AlphaTread Ltd,15,2013,323471.296521278,Energy,Coal,,
AlphaTread Ltd,16,2013,277063.43222857,Energy,Propane,,
AlphaTread Ltd,17,2013,377782.346865662,Energy,Fuel Oil,,
AlphaTread Ltd,18,2013,67545.492838243,Energy,Diesel,,
AlphaTread Ltd,19,2013,21127.3395758744,Energy,Petrol,,
AlphaTread Ltd,20,2013,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2013,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2013,1014391.3128804,Energy,LPG,,
AlphaTread Ltd,23,2013,2441.08132237138,Energy,Other,,
AlphaTread Ltd,24,2013,10172507.0478935,Energy,Total energy,,
AlphaTread Ltd,25,2013,11.3107898026645,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2013,387271.977495334,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2013,332412.476006067,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2013,719684.453501401,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2013,0.800215673429835,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2013,7299.33,Waste,Total Waste,,
AlphaTread Ltd,31,2013,5023.87,Waste,Waste Recovered,,
AlphaTread Ltd,32,2013,68.8265,Waste,Recovery Rate,,
AlphaTread Ltd,33,2013,473808.312,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2013,329468.94,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2013,1570896.432,Energy,Electricity - United States,,
AlphaTread Ltd,38,2013,397146.204,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2013,160538.04,Energy,Electricity - France,,
AlphaTread Ltd,48,2013,135574.956,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2013,125193.096,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2014,15.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2014,15.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2014,0.9451,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2014,855115.235934272,Production,Production,,
AlphaTread Ltd,5,2014,7330781.4532837,Water,Water intake,,
AlphaTread Ltd,6,2014,8.57285795554129,Water,Water intake - KPI,,
AlphaTread Ltd,7,2014,3425204.29309584,Energy,Total Electricity,,
AlphaTread Ltd,8,2014,647826.200002604,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2014,2777378.09309324,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2014,32391.3100001302,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2014,479026.732966414,Energy,Purchased Steam,,
AlphaTread Ltd,12,2014,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2014,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2014,4427250.37910734,Energy,Natural Gas,,
AlphaTread Ltd,15,2014,289938.707882863,Energy,Coal,,
AlphaTread Ltd,16,2014,298246.992114073,Energy,Propane,,
AlphaTread Ltd,17,2014,364429.221455721,Energy,Fuel Oil,,
AlphaTread Ltd,18,2014,63056.3839506196,Energy,Diesel,,
AlphaTread Ltd,19,2014,22877.1063017862,Energy,Petrol,,
AlphaTread Ltd,20,2014,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2014,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2014,1042716.05051884,Energy,LPG,,
AlphaTread Ltd,23,2014,2269.10199273299,Energy,Other,,
AlphaTread Ltd,24,2014,10415014.9693862,Energy,Total energy,,
AlphaTread Ltd,25,2014,12.1796624966074,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2014,387856.510844704,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2014,347172.261636655,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2014,735028.772481358,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2014,0.859566923372952,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2014,8882.48,Waste,Total Waste,,
AlphaTread Ltd,31,2014,5157.5,Waste,Waste Recovered,,
AlphaTread Ltd,32,2014,58.0637,Waste,Recovery Rate,,
AlphaTread Ltd,33,2014,523900.368,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2014,347680.368,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2014,1634640.984,Energy,Electricity - United States,,
AlphaTread Ltd,38,2014,408477.78,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2014,172833.12,Energy,Electricity - France,,
AlphaTread Ltd,48,2014,134755.02,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2014,134412.588,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2015,16.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2015,16.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2015,1.0,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2015,953054.122075118,Production,Production,,
AlphaTread Ltd,5,2015,8561252.49246297,Water,Water intake,,
AlphaTread Ltd,6,2015,8.98296570379683,Water,Water intake - KPI,,
AlphaTread Ltd,7,2015,3467171.27205071,Energy,Total Electricity,,
AlphaTread Ltd,8,2015,683500.997022928,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2015,2783670.27502778,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2015,34175.0498511464,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2015,423772.36202988,Energy,Purchased Steam,,
AlphaTread Ltd,12,2015,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2015,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2015,3996741.28717491,Energy,Natural Gas,,
AlphaTread Ltd,15,2015,293733.891623399,Energy,Coal,,
AlphaTread Ltd,16,2015,328596.35519261,Energy,Propane,,
AlphaTread Ltd,17,2015,355310.693495092,Energy,Fuel Oil,,
AlphaTread Ltd,18,2015,73767.9785719079,Energy,Diesel,,
AlphaTread Ltd,19,2015,22215.4341233747,Energy,Petrol,,
AlphaTread Ltd,20,2015,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2015,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2015,984279.466556677,Energy,LPG,,
AlphaTread Ltd,23,2015,2218.33376294662,Energy,Other,,
AlphaTread Ltd,24,2015,9947807.07458151,Energy,Total energy,,
AlphaTread Ltd,25,2015,10.4378196832325,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2015,362740.696672223,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2015,347958.784378473,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2015,710699.481050696,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2015,0.745707368122248,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2015,9237.92,Waste,Total Waste,,
AlphaTread Ltd,31,2015,5313.08,Waste,Waste Recovered,,
AlphaTread Ltd,32,2015,57.5138,Waste,Recovery Rate,,
AlphaTread Ltd,33,2015,521356.392,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2015,347677.992,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2015,1693708.956,Energy,Electricity - United States,,
AlphaTread Ltd,38,2015,394693.452,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2015,164625.768,Energy,Electricity - France,,
AlphaTread Ltd,48,2015,136738.332,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2015,139026.96,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2016,16.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2016,16.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2016,1.0,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2016,908820.932901096,Production,Production,,
AlphaTread Ltd,5,2016,8613840.22897491,Water,Water intake,,
AlphaTread Ltd,6,2016,9.47803898120855,Water,Water intake - KPI,,
AlphaTread Ltd,7,2016,3753820.85045137,Energy,Total Electricity,,
AlphaTread Ltd,8,2016,770040.244032916,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2016,2983780.60641845,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2016,38502.0122016458,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2016,496961.443201812,Energy,Purchased Steam,,
AlphaTread Ltd,12,2016,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2016,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2016,4661045.7178571,Energy,Natural Gas,,
AlphaTread Ltd,15,2016,232076.47284691,Energy,Coal,,
AlphaTread Ltd,16,2016,302720.508405051,Energy,Propane,,
AlphaTread Ltd,17,2016,306725.828781994,Energy,Fuel Oil,,
AlphaTread Ltd,18,2016,74748.0301493517,Energy,Diesel,,
AlphaTread Ltd,19,2016,23273.5822785932,Energy,Petrol,,
AlphaTread Ltd,20,2016,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2016,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2016,1049716.47161157,Energy,LPG,,
AlphaTread Ltd,23,2016,2404.48907163973,Energy,Other,,
AlphaTread Ltd,24,2016,10903493.3946554,Energy,Total energy,,
AlphaTread Ltd,25,2016,11.9974056493723,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2016,392587.838027958,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2016,372972.575802307,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2016,765560.413830265,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2016,0.842366616035657,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2016,12913.99,Waste,Total Waste,,
AlphaTread Ltd,31,2016,9821.95,Waste,Waste Recovered,,
AlphaTread Ltd,32,2016,76.0567,Waste,Recovery Rate,,
AlphaTread Ltd,33,2016,571070.556,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2016,359771.436,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2016,1813401.18,Energy,Electricity - United States,,
AlphaTread Ltd,37,2016,399.6,Energy,Electricity - Australia,,
AlphaTread Ltd,38,2016,468411.696,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2016,189688.608,Energy,Electricity - France,,
AlphaTread Ltd,48,2016,142783.308,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2016,144168.804,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2017,16.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2017,16.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2017,1.0,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2017,904609.119471776,Production,Production,,
AlphaTread Ltd,5,2017,8613765.71068549,Water,Water intake,,
AlphaTread Ltd,6,2017,9.52208586589896,Water,Water intake - KPI,,
AlphaTread Ltd,7,2017,3873796.18406391,Energy,Total Electricity,,
AlphaTread Ltd,8,2017,825641.760082074,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2017,3048154.42398184,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2017,41282.0880041037,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2017,516402.840422593,Energy,Purchased Steam,,
AlphaTread Ltd,12,2017,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2017,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2017,4697104.89252188,Energy,Natural Gas,,
AlphaTread Ltd,15,2017,222775.827233409,Energy,Coal,,
AlphaTread Ltd,16,2017,297580.134169757,Energy,Propane,,
AlphaTread Ltd,17,2017,313790.485310465,Energy,Fuel Oil,,
AlphaTread Ltd,18,2017,71102.0100833885,Energy,Diesel,,
AlphaTread Ltd,19,2017,23437.3471762746,Energy,Petrol,,
AlphaTread Ltd,20,2017,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2017,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2017,1140984.20241789,Energy,LPG,,
AlphaTread Ltd,23,2017,2496.35687754152,Energy,Other,,
AlphaTread Ltd,24,2017,11159470.2802771,Energy,Total energy,,
AlphaTread Ltd,25,2017,12.3362345570797,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2017,398817.547008427,CO2 emissions,Total CO2 - Scope 1,,
AlphaTread Ltd,27,2017,381019.30299773,CO2 emissions,Total CO2 - Scope 2,,
AlphaTread Ltd,28,2017,779836.850006156,CO2 emissions,Total CO2,,
AlphaTread Ltd,29,2017,0.862070515563145,CO2 emissions,Total CO2 - KPI,,
AlphaTread Ltd,30,2017,11438.34,Waste,Total Waste,,
AlphaTread Ltd,31,2017,6306.72,Waste,Waste Recovered,,
AlphaTread Ltd,32,2017,55.1367,Waste,Recovery Rate,,
AlphaTread Ltd,33,2017,547266.888,Energy,Electricity - Canada,,
AlphaTread Ltd,35,2017,379494.792,Energy,Electricity - Mexico,,
AlphaTread Ltd,36,2017,1924506.648,Energy,Electricity - United States,,
AlphaTread Ltd,38,2017,460071.864,Energy,Electricity - Japan,,
AlphaTread Ltd,46,2017,183620.628,Energy,Electricity - France,,
AlphaTread Ltd,48,2017,154266.948,Energy,Electricity - Hungary,,
AlphaTread Ltd,51,2017,147092.544,Energy,Electricity - Italy,,
AlphaTread Ltd,1,2018,17.0,ISO 14001,Total no. of sites,,
AlphaTread Ltd,2,2018,17.0,ISO 14001,ISO 14001 sites,,
AlphaTread Ltd,3,2018,1.0,ISO 14001,% certified sites,,
AlphaTread Ltd,4,2018,1026082.30459052,Production,Production,,
AlphaTread Ltd,5,2018,8800585.21430324,Water,Water intake,,
AlphaTread Ltd,6,2018,8.57688040708912,Water,Water intake - KPI,,
AlphaTread Ltd,7,2018,3908328.09343336,Energy,Total Electricity,,
AlphaTread Ltd,8,2018,864268.345208477,Energy,Renewable Electricity Purchased,,
AlphaTread Ltd,9,2018,3044059.74822488,Energy,Non-Renewable Electricity Purchased,,
AlphaTread Ltd,10,2018,43213.4172604239,Energy,Self-generated AND consumed electricity on-site,,
AlphaTread Ltd,11,2018,459123.746421864,Energy,Purchased Steam,,
AlphaTread Ltd,12,2018,0.0,Energy,Sold Electricity,,
AlphaTread Ltd,13,2018,0.0,Energy,Sold Steam,,
AlphaTread Ltd,14,2018,4839832.0249136,Energy,Natural Gas,,
AlphaTread Ltd,15,2018,186689.481244945,Energy,Coal,,
AlphaTread Ltd,16,2018,314176.859630137,Energy,Propane,,
AlphaTread Ltd,17,2018,291189.792821424,Energy,Fuel Oil,,
AlphaTread Ltd,18,2018,74112.2278040039,Energy,Diesel,,
AlphaTread Ltd,19,2018,21242.556747117,Energy,Petrol,,
AlphaTread Ltd,20,2018,0.0,Energy,Biomass,,
AlphaTread Ltd,21,2018,0.0,Energy,Waste tires,,
AlphaTread Ltd,22,2018,1163529.9733652,Energy,LPG,,
AlphaTread Ltd,23,2018,2256.13352730381,Energy,Other,,
AlphaTread Ltd,24,2018,11260480.889909,Energy,Total energy,,
AlphaTread Ltd,25,2018,10.9742472309789,Energy,Total energy - KPI,,
AlphaTread Ltd,26,2018,404012.799892215,CO2 emissions,Total CO2 - Scope 1,,
